audio_name,word,start_time,end_time
21.wav,کسی,26,26
21.wav,بات,26,26
21.wav,کا,26,27
21.wav,بالکل,27,28
21.wav,نہیں,28,28
21.wav,کرنا,28,29
21.wav,چاہیے,29,29
21.wav,اور,29,30
21.wav,اس,30,32
21.wav,سے,32,32
21.wav,سور,32,32
21.wav,بالکل,32,35
21.wav,جائز,35,37
21.wav,ہے,37,37
21.wav,کہ,37,37
21.wav,نہیں,37,39
21.wav,کرنا,39,39
21.wav,چاہیے,39,40
21.wav,دوسری,40,40
21.wav,بات,40,40
21.wav,یہ,40,41
21.wav,کہ,41,41
21.wav,اس,41,41
21.wav,زمانہ,41,42
21.wav,میں,42,42
21.wav,جلسے,42,43
21.wav,ہو,43,43
21.wav,جاتی,43,43
21.wav,ہے,43,43
21.wav,تمہیں,43,48
21.wav,یہ,48,49
21.wav,جسم,49,50
21.wav,ہے,50,50
21.wav,تو,50,50
21.wav,کیا,50,50
21.wav,بچوں,50,51
21.wav,سے,51,51
21.wav,علیحدہ,51,51
21.wav,رکھے,51,52
21.wav,اور,52,53
21.wav,خود,53,54
21.wav,بھی,54,54
21.wav,عمل,54,54
21.wav,کرے,54,54
21.wav,اور,54,55
22.wav,اسلام,0,1
22.wav,علیکم,1,1
22.wav,میرا,1,2
22.wav,نام,2,2
22.wav,محمد,2,2
22.wav,سلیمان,2,3
22.wav,ہے,3,3
22.wav,اور,3,3
22.wav,آج,3,3
22.wav,میں,3,4
22.wav,آپ,4,4
22.wav,لوگوں,4,4
22.wav,کو,4,4
22.wav,اس,4,4
22.wav,کے,4,4
22.wav,بارے,4,5
22.wav,میں,5,5
22.wav,بتاؤں,5,5
22.wav,گا,5,5
22.wav,مجھے,5,10
22.wav,وہ,10,13
22.wav,سجدہ,13,14
22.wav,ریس,14,15
22.wav,اگر,15,17
22.wav,یہی,17,17
22.wav,کہتا,17,17
22.wav,ہوں,17,17
22.wav,اور,17,17
22.wav,کوئی,17,19
22.wav,الگ,19,19
22.wav,ہی,19,19
22.wav,مزہ,19,19
22.wav,ہے,19,20
22.wav,اس,20,20
22.wav,کا,20,20
22.wav,کیا,20,20
22.wav,ثبوت,20,20
22.wav,ہے,20,21
22.wav,زبردست,21,23
22.wav,ہے,23,24
22.wav,اور,24,24
22.wav,اس,24,24
22.wav,کے,24,24
22.wav,ساتھ,24,25
22.wav,رکھتے,25,25
22.wav,ہو,25,25
22.wav,تو,25,26
22.wav,پھر,26,27
22.wav,کیا,27,27
22.wav,ہی,27,27
22.wav,بات,27,28
22.wav,ہے,28,28
22.wav,مطلب,28,28
22.wav,ختم,28,29
22.wav,ہو,29,29
22.wav,جاتی,29,30
22.wav,ہے,30,30
22.wav,اس,30,30
22.wav,کے,30,31
22.wav,بارے,31,31
22.wav,میں,31,31
22.wav,کچھ,31,32
22.wav,بھی,32,32
22.wav,تو,32,33
22.wav,جائز,33,33
22.wav,ہے,33,34
23.wav,السلام,0,1
23.wav,علیکم,1,2
23.wav,میرا,2,2
23.wav,نام,2,2
23.wav,محمد,2,2
23.wav,زمان,2,3
23.wav,ہے,3,3
23.wav,اور,3,4
23.wav,آج,4,4
23.wav,میں,4,4
23.wav,آپ,4,4
23.wav,لوگوں,4,4
23.wav,نے,4,5
23.wav,اس,5,5
23.wav,کے,5,5
23.wav,بارے,5,5
23.wav,میں,5,5
23.wav,بتاؤں,5,5
23.wav,گا,5,6
23.wav,جو,6,7
23.wav,ہے,7,7
23.wav,کسی,7,9
23.wav,کو,9,9
23.wav,پسند,9,9
23.wav,ہے,9,10
23.wav,کسی,10,10
23.wav,کو,10,10
23.wav,نہیں,10,10
23.wav,پسند,10,10
23.wav,کا,10,11
23.wav,کوئی,11,11
23.wav,خالہ,11,12
23.wav,جی,12,12
23.wav,کا,12,13
23.wav,گھر,13,13
23.wav,ہمیں,13,13
23.wav,پتہ,13,14
23.wav,نہیں,14,14
23.wav,کب,14,14
23.wav,میرا,14,15
23.wav,دل,15,15
23.wav,کرے,15,15
23.wav,تو,15,15
23.wav,میں,15,15
23.wav,گالی,15,16
23.wav,تو,16,16
23.wav,ویسے,16,16
23.wav,میرے,16,16
23.wav,دن,16,16
23.wav,میں,16,17
23.wav,ایک,17,17
23.wav,بار,17,17
23.wav,پھر,17,19
23.wav,بھی,19,21
23.wav,برسنے,21,25
23.wav,پسندی,25,26
23.wav,کو,26,27
23.wav,اتنا,27,27
23.wav,آسان,27,28
23.wav,نہیں,28,28
23.wav,کرتا,28,28
23.wav,ہے,28,30
23.wav,کبھی,30,31
23.wav,کبھی,31,31
23.wav,بخار,31,31
23.wav,ہو,31,31
23.wav,جاتا,31,32
23.wav,ہے,32,32
23.wav,یا,32,32
23.wav,میل,32,32
23.wav,کرتے,32,33
23.wav,ہوئے,33,33
23.wav,وہ,33,34
23.wav,کے,34,35
23.wav,عجیب,35,35
23.wav,سا,35,36
23.wav,تھا,36,37
23.wav,وہ,37,37
23.wav,مل,37,38
23.wav,جائے,38,38
23.wav,لیکن,38,38
23.wav,اور,38,39
23.wav,ایک,39,40
23.wav,ہے,40,41
23.wav,اگر,41,41
23.wav,آپ,41,42
23.wav,چلے,42,42
23.wav,تو,42,42
23.wav,آپ,42,42
23.wav,بتا,42,42
23.wav,دیں,42,42
23.wav,اگر,42,43
23.wav,آپ,43,43
23.wav,نے,43,43
23.wav,نہیں,43,43
23.wav,لگایا,43,44
23.wav,تو,44,44
23.wav,آپ,44,44
23.wav,نہ,44,44
23.wav,کرے,44,44
24.wav,اس,2,2
24.wav,کی,2,2
24.wav,بری,2,3
24.wav,چیزوں,3,3
24.wav,کے,3,3
24.wav,بارے,3,4
24.wav,میں,4,4
24.wav,بھی,4,4
24.wav,اس,4,5
24.wav,کی,5,6
24.wav,والوں,6,6
24.wav,کا,6,6
24.wav,استعمال,6,7
24.wav,ہوا,7,7
24.wav,جاتا,7,7
24.wav,ہے,7,7
24.wav,ان,7,7
24.wav,کی,7,8
24.wav,قوالی,8,8
24.wav,پوری,8,8
24.wav,ہوتی,8,9
24.wav,ہے,9,10
24.wav,اس,10,10
24.wav,وجہ,10,10
24.wav,سے,10,10
24.wav,نہیں,10,11
24.wav,چاہتے,11,11
24.wav,ہیں,11,12
24.wav,بنانے,12,12
24.wav,سے,12,13
24.wav,پہلے,13,13
24.wav,اور,13,13
24.wav,یہ,13,14
24.wav,اس,14,14
24.wav,کی,14,14
24.wav,آپ,14,14
24.wav,کے,14,15
24.wav,لئے,15,15
24.wav,ایک,15,16
24.wav,بھی,16,16
24.wav,جلد,16,16
24.wav,ہی,16,16
24.wav,ہوتے,16,17
24.wav,ہیں,17,17
24.wav,اور,17,18
24.wav,مجھے,18,18
24.wav,پھول,18,18
24.wav,سے,18,19
24.wav,نہیں,19,19
24.wav,ہوتے,19,20
24.wav,ہمیں,20,20
24.wav,تو,20,20
24.wav,پتہ,20,20
24.wav,بھی,20,20
24.wav,نہیں,20,21
24.wav,ہے,21,21
24.wav,کہ,21,21
24.wav,شاید,21,21
24.wav,اپنا,21,22
24.wav,ہاتھ,22,22
24.wav,نہ,22,22
24.wav,تو,22,23
24.wav,ہے,23,23
24.wav,اس,23,23
24.wav,بنانے,23,24
24.wav,سے,24,24
24.wav,پہلے,24,24
24.wav,اس,24,25
24.wav,کے,25,25
24.wav,موت,25,25
24.wav,پر,25,26
24.wav,نمک,26,27
24.wav,چھڑکتے,27,27
24.wav,ہیں,27,27
24.wav,اس,27,28
24.wav,لیے,28,28
24.wav,آپ,28,28
24.wav,کے,28,28
24.wav,مہ,28,29
24.wav,سے,29,29
24.wav,بہت,29,29
24.wav,زیادہ,29,30
24.wav,مدد,30,30
24.wav,ہوتی,30,31
24.wav,ہے,31,31
24.wav,تو,31,31
24.wav,میں,31,32
24.wav,آپ,32,32
24.wav,کو,32,32
24.wav,بتاؤں,32,32
24.wav,گی,32,32
24.wav,نہ,32,33
24.wav,کھڑا,33,34
24.wav,کریں,34,34
24.wav,ورنہ,34,34
24.wav,آپ,34,34
24.wav,کو,34,35
24.wav,بہت,35,35
24.wav,زیادہ,35,35
24.wav,بیماریوں,35,36
24.wav,کا,36,37
24.wav,سامنا,37,38
24.wav,کرنا,38,38
24.wav,پڑے,38,38
24.wav,گا,38,39
24.wav,اللہ,39,39
24.wav,حافظ,39,39
25.wav,پیزاگٹ,0,1
25.wav,مشہور,1,2
25.wav,جو,2,2
25.wav,پاکستان,2,3
25.wav,میں,3,3
25.wav,فلڈ,3,4
25.wav,ٹیکس,4,4
25.wav,لگایا,4,4
25.wav,جاتا,4,5
25.wav,ہے,5,5
25.wav,لیکن,5,6
25.wav,میں,6,6
25.wav,سے,6,6
25.wav,بہتر,6,6
25.wav,وہ,6,7
25.wav,ہے,7,9
25.wav,جس,9,10
25.wav,میں,10,10
25.wav,سب,10,10
25.wav,سے,10,10
25.wav,پہلی,10,13
25.wav,بار,13,13
25.wav,وہ,13,13
25.wav,کسی,13,13
25.wav,اور,13,14
25.wav,سے,14,14
25.wav,پہلے,14,14
25.wav,گا,14,14
25.wav,وہ,14,15
25.wav,ایسی,15,15
25.wav,قوالی,15,15
25.wav,کبھی,15,15
25.wav,نہیں,15,16
25.wav,سنی,16,16
25.wav,تو,16,16
25.wav,پہلے,16,16
25.wav,بھی,16,16
25.wav,آپ,16,17
25.wav,کی,17,17
25.wav,پارٹی,17,17
25.wav,میں,17,17
25.wav,چھاپ,17,18
25.wav,رہے,18,19
25.wav,ہیں,19,19
25.wav,جیسے,19,20
25.wav,کہ,20,20
25.wav,ہمارے,20,20
25.wav,لیے,20,20
25.wav,بھی,20,20
25.wav,لے,20,21
25.wav,جائے,21,22
26.wav,آج,1,2
26.wav,میں,2,2
26.wav,پولیس,2,3
26.wav,کی,3,3
26.wav,اچھی,3,3
26.wav,صحت,3,4
26.wav,کے,4,4
26.wav,ل,4,4
26.wav,نیز,5,6
26.wav,دنیا,6,6
26.wav,بھر,6,7
26.wav,میں,7,7
26.wav,بہت,7,7
26.wav,پسند,7,8
26.wav,کی,8,8
26.wav,جاتی,8,8
26.wav,ہیں,8,9
26.wav,اور,9,9
26.wav,اس,9,10
26.wav,کے,10,10
26.wav,پیچھے,10,10
26.wav,ایک,10,11
26.wav,خاص,11,12
26.wav,قسم,12,12
26.wav,کی,12,12
26.wav,ہوتی,12,13
26.wav,ہے,13,13
26.wav,جو,13,14
26.wav,آپ,14,14
26.wav,کے,14,14
26.wav,لئے,14,14
26.wav,اس,14,14
26.wav,کو,14,15
26.wav,تازہ,15,16
26.wav,اور,16,16
26.wav,خشک,16,16
26.wav,کئے,16,18
26.wav,میرے,18,19
26.wav,گھر,19,19
26.wav,میں,19,20
26.wav,مصالحہ,20,21
26.wav,تیز,21,22
26.wav,بہت,22,22
26.wav,پسند,22,22
26.wav,کیے,22,23
26.wav,جاتے,23,23
26.wav,ہیں,23,24
26.wav,اور,24,24
26.wav,آپ,24,25
26.wav,کو,25,25
26.wav,کوئی,25,26
26.wav,تکلیف,26,26
26.wav,پلیز,27,27
26.wav,مجھے,27,28
26.wav,بتائے,28,29
26.wav,اور,29,29
26.wav,علاج,29,30
27.wav,‏olx,0,1
27.wav,آج,1,2
27.wav,اس,3,3
27.wav,کے,3,4
27.wav,بارے,4,4
27.wav,میں,4,4
27.wav,دنیا,4,5
27.wav,میں,5,6
27.wav,سب,6,6
27.wav,سے,6,6
27.wav,اچھے,6,6
27.wav,لگتے,6,7
27.wav,ہیں,7,7
27.wav,کچھ,7,7
27.wav,لوگوں,7,8
27.wav,کو,8,8
27.wav,نہیں,8,8
27.wav,لگتے,8,9
27.wav,میری,9,9
27.wav,صرف,9,11
27.wav,ٹھیک,11,11
27.wav,ہے,11,12
27.wav,بہت,12,12
27.wav,زیادہ,12,13
27.wav,کھانا,13,14
27.wav,چاہیے,14,15
27.wav,وہ,15,15
27.wav,تھوڑے,15,16
27.wav,نہیں,16,16
27.wav,کھانی,16,16
27.wav,چاہیے,16,17
27.wav,مہینے,17,17
27.wav,میں,17,18
27.wav,ایک,18,18
27.wav,بار,18,18
27.wav,کی,18,18
27.wav,کوئی,18,19
27.wav,جگہ,19,19
27.wav,اگر,19,20
27.wav,آپ,20,20
27.wav,کو,20,20
27.wav,دل,20,21
27.wav,کرے,21,21
27.wav,گی,21,21
27.wav,ٹیسٹ,23,24
27.wav,تبدیل,24,25
27.wav,کرنے,25,26
27.wav,کا,26,26
27.wav,حق,26,26
27.wav,کھا,26,26
27.wav,سکتے,26,27
27.wav,ہیں,27,27
27.wav,کہ,27,27
27.wav,بہت,27,28
27.wav,زیادہ,28,28
27.wav,بھی,28,28
27.wav,کھانے,28,29
27.wav,چاہیے,29,29
27.wav,روزانہ,29,30
27.wav,آپ,30,30
27.wav,بالکل,30,30
27.wav,بھی,30,31
27.wav,نہ,31,31
27.wav,کھائیں,31,31
28.wav,تم,1,1
28.wav,میرے,1,1
28.wav,نبی,1,1
28.wav,کریم,1,2
28.wav,میں,2,2
28.wav,اور,2,2
28.wav,آج,2,3
28.wav,میں,3,3
28.wav,آپ,3,3
28.wav,کو,3,3
28.wav,میز,3,4
28.wav,کی,4,4
28.wav,اچھی,4,4
28.wav,چیز,4,5
28.wav,بتائیں,5,5
28.wav,ہمارے,5,7
28.wav,گھر,7,7
28.wav,میں,7,7
28.wav,میں,7,8
28.wav,زخم,8,9
28.wav,بند,10,11
28.wav,کیے,11,11
28.wav,جاتے,11,11
28.wav,ہیں,11,12
28.wav,لیکن,12,12
28.wav,اور,12,14
28.wav,یہ,14,14
28.wav,سو,14,14
28.wav,فیصد,14,14
28.wav,خالص,14,15
28.wav,سالوں,15,16
28.wav,سے,16,16
28.wav,بنے,16,16
28.wav,ہوتے,16,17
28.wav,ہیں,17,17
28.wav,یہ,17,17
28.wav,سو,17,18
28.wav,فیصد,18,18
28.wav,خالص,18,18
28.wav,ہوتے,18,19
28.wav,ہیں,19,20
28.wav,میں,20,20
28.wav,جب,20,20
28.wav,تھک,20,20
28.wav,کے,20,20
28.wav,سو,20,21
28.wav,جاتی,21,21
28.wav,ہیں,21,21
28.wav,مجھے,21,22
28.wav,مزہ,22,23
28.wav,آتا,23,24
28.wav,ہے,24,24
28.wav,ان,24,24
28.wav,کا,24,24
28.wav,ایک,24,25
28.wav,بہترین,25,26
28.wav,ہے,26,26
28.wav,اور,26,26
28.wav,یہ,26,27
28.wav,ہمیں,27,27
28.wav,بہت,27,27
28.wav,اچھے,27,28
28.wav,لگتے,28,28
28.wav,ہیں,28,28
28.wav,ہمارے,28,29
28.wav,سکول,29,30
28.wav,میں,30,30
28.wav,سب,30,30
28.wav,سے,30,31
28.wav,مشہور,31,31
28.wav,ہیں,31,32
28.wav,ان,32,32
28.wav,کی,32,32
28.wav,پیکنگ,32,33
28.wav,میں,33,33
28.wav,بہت,33,33
28.wav,خوبصورت,33,34
28.wav,یہ,34,35
28.wav,سب,35,35
28.wav,سے,35,35
28.wav,مزیدار,35,36
28.wav,اور,36,37
28.wav,زبردست,37,38
28.wav,ہے,38,38
28.wav,میں,38,38
28.wav,سفر,38,39
28.wav,جاری,39,39
28.wav,ہے,39,40
28.wav,اور,40,40
28.wav,سستا,40,40
28.wav,بھی,40,40
28.wav,ہے,40,41
28.wav,اللہ,41,41
28.wav,حافظ,41,41
29.wav,میرا,0,1
29.wav,نام,1,2
29.wav,فری,2,2
29.wav,میں,2,2
29.wav,آج,2,2
29.wav,آپ,2,3
29.wav,کو,3,3
29.wav,ملے,3,3
29.wav,اس,3,3
29.wav,کی,3,4
29.wav,پوری,4,4
29.wav,ٹیم,4,4
29.wav,کے,4,5
29.wav,کپتان,5,5
29.wav,گی,5,6
29.wav,ہمارے,6,6
29.wav,گھر,6,6
29.wav,میں,6,7
29.wav,پہلے,7,7
29.wav,ہم,7,8
29.wav,سب,8,8
29.wav,میرے,8,9
29.wav,کھاتے,9,9
29.wav,تھے,9,9
29.wav,لیکن,9,10
29.wav,پچھلے,10,10
29.wav,سال,10,11
29.wav,سے,11,11
29.wav,لیس,11,12
29.wav,کرنے,12,12
29.wav,والی,12,13
29.wav,بات,13,13
29.wav,نہیں,13,13
29.wav,ہے,13,14
29.wav,پلیز,14,14
29.wav,اب,14,15
29.wav,خود,15,15
29.wav,عام,15,16
29.wav,سبب,16,16
29.wav,بن,16,16
29.wav,گئے,16,17
29.wav,ہیں,17,17
29.wav,ان,17,17
29.wav,کی,17,18
29.wav,خوشبو,18,18
29.wav,اور,18,18
29.wav,ذائقہ,18,19
29.wav,ہوتا,19,20
29.wav,جا,20,20
29.wav,رہا,20,21
29.wav,ہے,21,21
29.wav,ان,21,21
29.wav,کی,21,22
29.wav,بات,22,22
29.wav,نہیں,22,22
29.wav,کرنی,22,23
29.wav,ہوتی,23,23
29.wav,ہے,23,23
29.wav,اور,23,24
29.wav,اس,24,24
29.wav,کے,24,25
29.wav,ذائقے,25,25
29.wav,ہونے,25,26
29.wav,لگتے,26,27
29.wav,ہیں,27,27
29.wav,ان,27,27
29.wav,کے,27,28
29.wav,اندر,28,28
29.wav,نمک,28,29
29.wav,اور,29,29
29.wav,مثالوں,29,30
29.wav,کی,30,30
29.wav,وجہ,30,30
29.wav,سے,30,31
29.wav,صحت,31,31
29.wav,کو,31,32
29.wav,نقصان,32,32
29.wav,ہو,32,32
29.wav,سکتا,32,32
29.wav,ہے,32,33
29.wav,اللہ,33,34
29.wav,حافظ,34,34
30.wav,میرا,0,2
30.wav,نام,2,2
30.wav,انس,2,2
30.wav,ہے,2,2
30.wav,اور,2,3
30.wav,میرے,3,4
30.wav,خیال,4,4
30.wav,میں,4,4
30.wav,سٹی,4,5
30.wav,ہوتے,5,6
30.wav,ہیں,6,6
30.wav,کبھی,6,7
30.wav,کبھی,7,7
30.wav,آپ,7,7
30.wav,کو,7,7
30.wav,اچھے,7,8
30.wav,لگتے,8,8
30.wav,ہیں,8,8
30.wav,اور,8,9
30.wav,کبھی,9,9
30.wav,تم,9,9
30.wav,بالکل,9,10
30.wav,کے,10,10
30.wav,پاس,10,11
30.wav,اور,11,11
30.wav,برے,11,12
30.wav,اپنی,12,12
30.wav,بچیوں,12,13
30.wav,کو,13,13
30.wav,برقرار,13,14
30.wav,نہیں,14,15
30.wav,رکھ,15,15
30.wav,سکتا,15,15
30.wav,اس,15,16
30.wav,لئے,16,16
30.wav,کچھ,16,17
30.wav,لوگ,17,17
30.wav,اس,17,18
30.wav,کو,18,18
30.wav,پسند,18,18
30.wav,کرتے,18,19
30.wav,ہیں,19,19
30.wav,اور,19,19
30.wav,کچھ,19,19
30.wav,کہنا,19,20
30.wav,پسند,20,20
30.wav,ہے,20,21
31.wav,اگر,0,0
31.wav,آپ,0,1
31.wav,کے,1,4
31.wav,پاس,4,4
31.wav,بہت,4,5
31.wav,زیادہ,5,5
31.wav,بڑھ,5,5
31.wav,گئی,5,5
31.wav,ہے,5,5
31.wav,اور,5,6
31.wav,اس,6,6
31.wav,کے,6,6
31.wav,بارے,6,6
31.wav,میں,6,6
31.wav,کیا,6,7
31.wav,ہونے,7,7
31.wav,والا,7,8
31.wav,ہے,8,8
31.wav,اچھا,8,11
31.wav,ہے,11,11
31.wav,اور,11,14
31.wav,یہ,14,14
31.wav,کہ,14,14
31.wav,اگر,14,14
31.wav,آپ,14,15
31.wav,نے,15,15
31.wav,اس,15,16
31.wav,کو,16,16
31.wav,موٹا,16,16
31.wav,کرنے,16,17
31.wav,کی,17,17
31.wav,کریم,17,17
32.wav,نیند,0,1
32.wav,نہیں,1,1
32.wav,آ,1,1
32.wav,رہی,1,1
32.wav,ہے,1,3
32.wav,آپ,3,4
32.wav,کو,4,4
32.wav,پتہ,4,6
32.wav,ہے,6,6
32.wav,میں,6,7
32.wav,بہت,7,7
32.wav,بڑا,7,7
32.wav,ہے,7,8
32.wav,ہے,8,9
32.wav,ہے,9,9
32.wav,ہوسکے,19,20
32.wav,تو,20,21
32.wav,سب,21,21
32.wav,سے,21,21
32.wav,اچھا,21,22
32.wav,ہے,22,22
32.wav,لکھنے,22,24
32.wav,پڑھنے,24,24
32.wav,کے,24,24
32.wav,بارے,24,24
32.wav,میں,24,25
32.wav,کیا,25,25
32.wav,فرق,25,26
32.wav,ہے,26,26
33.wav,یہ,0,1
33.wav,نیز,1,1
33.wav,مشہور,1,3
33.wav,کیا,3,3
33.wav,آج,3,5
33.wav,کلاس,5,5
33.wav,نہیں,5,6
33.wav,لے,6,7
33.wav,رہا,7,7
33.wav,تھا,7,14
33.wav,وہ,14,14
33.wav,بتا,14,14
33.wav,دیا,14,15
33.wav,اور,15,16
33.wav,آسماں,16,16
33.wav,پر,16,16
33.wav,بھی,16,16
33.wav,کم,16,16
33.wav,ہوتے,16,17
33.wav,ہیں,17,17
33.wav,جو,17,17
33.wav,کہ,17,17
33.wav,یہ,17,17
33.wav,اس,17,18
33.wav,سے,18,18
33.wav,مل,18,18
33.wav,کر,18,18
33.wav,بنی,18,19
33.wav,ہے,19,19
33.wav,تو,19,19
33.wav,میں,19,20
33.wav,اس,20,20
33.wav,کو,20,21
33.wav,کہنا,21,21
33.wav,چاہتا,21,21
33.wav,ہوں,21,22
33.wav,کہ,22,22
33.wav,بچوں,22,23
33.wav,کو,23,24
33.wav,نہ,24,24
33.wav,دیں,24,24
33.wav,شکریہ,24,26
34.wav,مثال,0,1
34.wav,دے,1,1
34.wav,رہا,1,1
34.wav,ہے,1,1
34.wav,جیسے,1,2
34.wav,اس,2,2
34.wav,نے,2,2
34.wav,بچپن,2,2
34.wav,میں,2,3
34.wav,پاکستان,3,3
34.wav,ہوتا,3,4
34.wav,ہے,4,4
34.wav,لیکن,4,4
34.wav,یہ,4,4
34.wav,زیادہ,4,5
34.wav,بچوں,5,5
34.wav,کو,5,5
34.wav,میں,5,5
34.wav,نہیں,5,6
34.wav,دینی,6,6
34.wav,چاہیے,6,6
34.wav,اس,6,6
34.wav,میں,6,6
34.wav,کوئی,6,7
34.wav,چیز,7,8
34.wav,نہیں,8,8
34.wav,ہے,8,8
34.wav,پھر,8,10
34.wav,بھی,10,10
34.wav,یہ,10,10
34.wav,بچے,10,10
34.wav,وغیرہ,10,10
34.wav,شوق,10,11
34.wav,سے,11,11
34.wav,کھاتے,11,11
34.wav,ہیں,11,11
34.wav,لیکن,11,12
34.wav,ان,12,13
34.wav,جیسے,13,14
34.wav,پروڈکشن,14,14
34.wav,بچوں,14,14
34.wav,سے,14,14
34.wav,دور,14,15
34.wav,رہنا,15,15
34.wav,چاہیے,15,15
34.wav,اور,15,15
34.wav,بالکل,15,16
34.wav,ان,16,16
34.wav,کو,16,16
34.wav,نہیں,16,17
34.wav,دینی,17,17
34.wav,چاہیے,17,17
34.wav,پھر,17,17
34.wav,اچھے,17,18
34.wav,نہیں,18,18
34.wav,ہیں,18,18
34.wav,جس,18,19
34.wav,سے,19,19
34.wav,آپ,19,19
34.wav,بالکل,19,19
34.wav,اس,19,19
34.wav,طرح,19,20
34.wav,سے,20,20
34.wav,مجھ,20,20
34.wav,کو,20,20
34.wav,اس,20,20
34.wav,طرح,20,21
34.wav,سے,21,21
34.wav,ملک,21,21
35.wav,بہت,0,1
35.wav,پہلے,1,1
35.wav,سے,1,1
35.wav,بہت,1,2
35.wav,لائق,2,2
35.wav,ہو,2,2
35.wav,کیا,2,2
35.wav,کر,2,3
35.wav,رہی,3,3
35.wav,ہو,3,3
35.wav,اور,3,3
35.wav,میں,3,3
35.wav,دل,3,4
35.wav,چیز,4,5
35.wav,ہے,5,5
35.wav,کیا,5,5
35.wav,تمہیں,5,6
35.wav,ہے,6,7
35.wav,خوبصورت,10,12
35.wav,تصویر,12,12
35.wav,ہے,12,12
35.wav,اس,12,14
35.wav,سے,14,14
35.wav,بہت,14,14
35.wav,پیار,14,14
35.wav,کرتا,14,14
35.wav,ہوں,14,15
35.wav,آپ,15,16
35.wav,کو,16,17
35.wav,اچھا,17,17
35.wav,لگے,17,18
35.wav,گا,18,18
35.wav,آپ,18,18
35.wav,ٹھیک,18,18
35.wav,ٹھاک,18,18
35.wav,ہیں,18,19
35.wav,اور,19,20
35.wav,اس,20,20
35.wav,کے,20,20
35.wav,بہت,20,21
35.wav,سے,21,21
35.wav,لوگوں,21,21
35.wav,نے,21,21
35.wav,اس,21,21
35.wav,بہت,21,22
35.wav,عزیز,22,23
35.wav,ہے,23,24
36.wav,پلیز,0,0
36.wav,پلے,0,1
36.wav,اس,1,2
36.wav,چیز,2,3
36.wav,پر,3,3
36.wav,لگتا,3,4
36.wav,ہے,4,4
36.wav,انہیں,4,7
36.wav,چیز,7,8
36.wav,ہے,8,8
36.wav,یہ,8,12
36.wav,دل,12,12
36.wav,بھی,12,13
36.wav,ہو,13,13
36.wav,سکتی,13,14
36.wav,ہے,14,14
36.wav,تو,14,14
36.wav,بینک,14,14
37.wav,میں,0,1
37.wav,کھانا,1,1
37.wav,کھا,1,1
37.wav,رہا,1,1
37.wav,ہوں,1,2
37.wav,اچھا,2,2
37.wav,فلیور,2,2
37.wav,بھی,2,3
37.wav,ہے,3,3
37.wav,کہ,3,3
37.wav,اس,3,3
37.wav,سال,3,4
37.wav,میں,4,4
37.wav,پہلی,4,4
37.wav,بار,4,4
37.wav,خاتون,4,4
37.wav,جو,4,5
37.wav,بہت,5,5
37.wav,اچھا,5,6
37.wav,لگتا,6,6
37.wav,ہے,6,6
37.wav,اور,6,6
37.wav,لائک,6,7
37.wav,کرتا,7,7
37.wav,ہوں,7,9
37.wav,یہ,9,9
37.wav,بہت,9,9
37.wav,اچھی,9,9
37.wav,بات,9,10
37.wav,ہے,10,10
37.wav,اللہ,10,10
37.wav,کی,10,10
37.wav,بندی,10,11
37.wav,یہ,11,11
37.wav,الزامات,11,11
37.wav,بھی,11,11
37.wav,لگاتے,11,12
37.wav,اور,12,14
37.wav,یہ,14,14
37.wav,ماشاءاللہ,14,14
37.wav,بہت,14,15
37.wav,اچھی,15,15
37.wav,ہے,15,15
37.wav,میں,16,17
37.wav,تم,17,17
37.wav,سے,17,17
37.wav,بہت,17,17
37.wav,زیادہ,17,17
37.wav,دل,17,18
37.wav,سے,18,18
37.wav,کھاتا,18,18
37.wav,ہوں,18,18
37.wav,میرے,18,19
37.wav,بچے,19,19
37.wav,بھی,19,19
37.wav,کھاتے,19,20
37.wav,مار,20,20
37.wav,بھی,20,20
37.wav,پڑتی,20,20
37.wav,ہے,20,21
37.wav,اور,21,21
37.wav,ہم,21,21
37.wav,الحمدللہ,21,22
37.wav,موتیے,22,22
37.wav,شوق,22,23
37.wav,سے,23,23
37.wav,کھاتے,23,23
37.wav,ہیں,23,26
37.wav,ویلکم,26,26
37.wav,آپ,26,27
37.wav,کی,27,27
37.wav,مہربانی,27,27
38.wav,تم,1,1
38.wav,میرے,1,1
38.wav,نبی,1,1
38.wav,کریم,1,2
38.wav,میں,2,2
38.wav,اور,2,2
38.wav,آج,2,3
38.wav,میں,3,3
38.wav,آپ,3,3
38.wav,کو,3,3
38.wav,میز,3,4
38.wav,کی,4,4
38.wav,اچھی,4,4
38.wav,چیز,4,5
38.wav,بتائیں,5,5
38.wav,ہمارے,5,7
38.wav,گھر,7,7
38.wav,میں,7,7
38.wav,میں,7,8
38.wav,زخم,8,9
38.wav,بند,10,11
38.wav,کیے,11,11
38.wav,جاتے,11,11
38.wav,ہیں,11,12
38.wav,لیکن,12,12
38.wav,اور,12,14
38.wav,یہ,14,14
38.wav,سو,14,14
38.wav,فیصد,14,14
38.wav,خالص,14,15
38.wav,سالوں,15,16
38.wav,سے,16,16
38.wav,بنے,16,16
38.wav,ہوتے,16,17
38.wav,ہیں,17,17
38.wav,یہ,17,17
38.wav,سو,17,18
38.wav,فیصد,18,18
38.wav,خالص,18,18
38.wav,ہوتے,18,19
38.wav,ہیں,19,20
38.wav,میں,20,20
