Sentiment,File_number,Audio_name,Urdu_Translation
2,63,VID-20240120-WA0036.wav,السلام علیکم میری بہن میرا نام احمد پریشانی ہے اور اس کوڈر پریویو کرنے جا رہا ہوں تو ویب سی کے بارے میں زیادہ لوگوں کے بارے میں نیگیٹیو ریویوز ہیں مطلب نہیں سمجھا جاتا اچھا اس کو کیوں کہ مارکیٹ میں کیونکہ یہ اکثر شارٹ ویڈیوز میں دیکھا گیا تھا کہ پیپسی جو ہوتی ہے وہ رسٹ اتارنے کے لیے یوز ہوتی ہے اور ایسی مطلب بہت سی خطرناک چیزوں کے لیے پیپسی کا استعمال کیا جاتا ہے اور وہی ہمارے بارے میں
2,64,VID-20240120-WA0037.wav,تو لسٹ کے بارے میں میرا نہیں خیال کہ یہ لوگوں کو کھانا چاہیے کیونکہ اج کل اپ کو دیکھا جائے کیونکہ بہت سی بیماریاں جو ہوتی ہیں وہ لے اس وجہ سے اپ کا معدہ خراب ہو جائے اپ کی طبیعت وغیرہ
1,65,VID-20240120-WA0038.wav,تو لیس کے بارے میں میرا ایک اچھائی کے بارے میں
1,66,VID-20240120-WA0039.wav,تو سیون از ا گڈ پروڈکٹ یہ ایک موسٹلی لوگوں سے سنایا تھا یہ چیزوں کو ہضم کرتا ہے مطلب اپ کی مطلب اکثر اوقات کسی کی مطلب طبیعت وغیرہ بھی ہم لوگ پی جاتے ہیں
1,67,VID-20240120-WA0040.wav,السلام علیکم ایوری ون میرا نام محمد سمیت حمیر ہے اور اج اس پروڈکٹ کا ریویو کرنے جارہا ہوں وہ ہے پیپسی تو پیپسی کے بارے میں یہی سنے لوگوں کا یہ بہت ہی بیسٹ کنسیڈر کی جاتی ہے ان مارکیٹ میں اور اکثر کھانے کے اوقات میں زیادہ پیپسی کو کنسیڈر کیے جاتے ہیں کیونکہ اس کا ٹیسٹ ہوتا ہے اینڈ اکثر کار لوگ موویز کے دوران تقسیم وغیرہ
0,68,WhatsApp Video 2024-01-16 at 6.43.50 PM.wav,السلام علیکم میں ہوں سیون اپ کی وجوہات اور روحانی اور چھائیاں بتاؤں گی کچھ لوگ پسند کرتے ہیں اور کچھ لوگ میری پسند کرتے ہیں ان کے ٹیسٹ پر بتائے تھے ان کو کیا پسند ہے اور جانی ہر کسی کو پسند نہیں ہوتی اس کو قبول کرتی ہے تو اس کے پیچھے وجوہات تو نہیں اتے اس وجہ سے نہیں پیتے ہیں نہیں پیتے تو نیوز بھی کریں اپ کی مرضی ہے جس کو پسند ہے وہ
2,69,WhatsApp Video 2024-01-16 at 6.44.41 PM.wav,السلام علیکم میں اپ کو کسی کے پاس سیون اپ کے بارے میں بتاؤں گی مجھے پسند نہیں ہے سیون اپ اور اس کی وجوہات یہ ہے کہ ہر ٹیسٹ بھی پیسہ نہیں رہا جیسے پہلے تھا ملاوٹ کرنے لگے ہیں فیک پروڈکٹس اور کیمیکل والے پروڈکٹس یوز کرنے لگے ہیں بٹ سیون اپ والے اس وجہ سے لوگ اس کی پرائس بھی بہت زیادہ ہوگئی ہے اور اس وجہ سے لوگ جیتے بھی نہیں ہیں تو اور بھی چیزیں ہیں جو اس کو کمپلیٹ کر رہے ہیں پیپسی 7 کو کوکا کولا اور اس کو کمپلیٹ کریں اس کو اگر پروڈکٹ زیادہ ہو سکتے ہیں ریکمنڈ کرتے ہیں
1,70,WhatsApp Video 2024-01-16 at 6.44.45 PM.wav,السلام علیکم میں دیکھو سیون اپ کے بارے میں بتائیں بہت دفعہ میں نے یوز کیا ہے بہت اچھا بولا تھا ہم اس کو استعمال کرتے ہیں ویسے تمہیں خالی نہیں پیتی نہیں کرتی ہے میں نے ہم جب بھی گھر اتے ہیں گھر میں منگاتے ہیں
2,71,WhatsApp Video 2024-01-16 at 6.45.23 PM.wav,السلام علیکم میں اج اپ کو پیپسی کے بارے میں بتاؤں گی تفصیل لوگوں کے لئے فائدے مند بھی ہے اور نقصان نہیں ہے دونوں چیزیں ہوتی ہیں ہر چیز میں فائدہ نہیں کرتی ہے اگر اپ دیکھیں تو جب مجھے بچوں کے لئے نقصان دہ ہے اور بوڑھوں کے لئے بھی ہے مگر ان کئی اس میں کئی طریقوں میں نقصان دینی ہے اگر اپ دیکھیں اس کے فائدے ہم بیان کرتے ہیں کہ جب اپ کھانا زیادہ کھا لیتے ہم چل نہیں ماری ہوتے تو ہر تفصیل ٹھیک ہے ہم اپنا کھانا ڈائجسٹ کر سکتے ہیں اور اس لئے اس کے نقصان یہ ہے کہ جب بچے پیپسی پیتے ہیں تو ان کی ہڈیاں کمزور ہو جاتی ہے جن کی وجہ سے روز نہیں ہوتی ہے اس لئے تفصیل بچوں کا نہیں ہونا چاہیے
2,72,WhatsApp Video 2024-01-16 at 6.45.56 PM.wav,السلام علیکم میں اج اپ کو پیپسی کے بارے میں بتاؤں گی تب سے کی خامیاں میں اپ کو بتاتی ہوں کہ مجھے الگ سے پسند نہیں ہے تو اس وجہ سے تبصرے کی وجہ سے اج کل کے جو جنریشن لائن چھوٹے بچے ہیں ان کو بہت پسند ہے مگر یہ نہیں پتا کہ ان کے لیے فائدے مند نہیں ہے یہ جو لوگ پیتے ہیں ان کی ہڈیاں کمزور ہو جاتی ہے ایسے کیمیکلز ملائے ہوتے ہیں جو اپ کی ہڈیوں کو کمزور بنا لیتا ہے چھوٹے بچوں کو تو بالکل بھی نہیں پینی چاہیے اور تمہارے لئے ہونی چاہیے مجھے نہیں لگتا کہ پیپسی میں پینی چاہیے کیونکہ وہ ہمارے لئے ہماری صحت کے لئے اچھی نہیں ہے
1,73,WhatsApp Video 2024-01-16 at 6.46.26 PM.wav,السلام علیکم میں اج اپ کو پبگ کے بارے میں بتاؤں گی ویب سے اچھی چیز ہے اور اس کو لوگ شوق سے پیتے ہیں شادی وغیرہ اور جب انجوائے کر رہے ہوتے ہیں وہ اپنے دوستوں کے ساتھ تب وہ پیتے ہیں اور اس کے فائدے دھونے کی جب اپ زیادہ کھانا کھا لیتے ہیں تو اپ کو ڈائجسٹ کرنے میں کام اتی ہے اپ کو وائرس کرا دیتی ہے اور ہر طرح
2,74,WhatsApp Video 2024-01-16 at 6.47.01 PM.wav,السلام علیکم میں جب پولیس کے بارے میں بتاؤں گی پلیز اچھے بھی ہوتے ہیں اور برے بھی ہوتے ہیں ہر کسی کے لئے اچھے نہیں ہوتے اور نہ ہر کسی کے لئے برے ہوتے ہیں وہ اپنے مطابق کھاتا ہے تو اس وجہ سے ہر کسی کو پسند نہیں اتے اور نہ کسی کو برا لگتا ہے مطلب کہ ایک دفعہ ہم پہلے ہوئے تھے تو میں تو ان کے دل نہیں مجھے پسند نہیں ہے تو اسی وجہ سے کہ ہر کسی کا ٹیسٹ اور بہت ہی اچھا اس کی نہ کرنے کی وجہ یہ ہوگی کہ وہ پہلے کھاتی ہو گی کھاتی تھی پہلے اور اب اس کو پسند نہیں رہے کیونکہ ہم نے جو پیکیجنگ وغیرہ ہو تو دونوں میں اسٹارٹ کر دیے ہیں اس وجہ سے انہوں نے اس کا دل اٹھ گیا
1,75,WhatsApp Video 2024-01-16 at 6.48.07 PM (1).wav,السلام علیکم میرا نام عاقلین صدیق ہے اور میں اج اپ کو لیز کے بارے میں بتاؤں گی میں لیز بہت شوق سے کھاتی ہوں اور مجھے بہت پسند ہے جب بھی ہم یہ گھر والے اور ہم مووی دیکھنے لگ جاتے دیکھنے لگے لگتے ہیں تو ہم ساتھ لیز کا پیکج وغیرہ اور ساتھ لے لیتے ہیں تو ہم بہت انجوائے کرتے ہیں لیز کی خاصیت ہے کہ وہ بالکل حارث المون سے بنا ہوتا ہے اور فیکٹری میں جو بناتے ہیں پیکنگ میں بہت اچھی لگتی ہے تو پلے
2,76,WhatsApp Video 2024-01-16 at 6.48.07 PM.wav,السلام علیکم میں جب کو لیٹ کے بارے میں بتاؤں گی اس کی اور خامیاں بھی ہیں اج اپ کو میں حامیوں کے بارے میں بتاؤں گی پلیز جو پکچر میں بنتے ہیں پہلے جب بنائے جاتے تھے تب بہت اچھی پیکجنگ ہوتی تھی اور ان کے بارے میں ساری وہ چیزیں خالص چیزیں ہیں اور حلال چیزیں استعمال کرتے تھے حلال تو ابھی بھی کرتے ہیں مطلب کہ جس طرح استعمال کریں گے تو وہ ملاوٹ کر دیتے ہیں بیچ میں تو اور ان کا ٹیسٹ اور جو پیکیجنگ ہو رہی ہے اج کل کسی کو بھی کھانے کا دل نہیں کرتا اس وجہ سے ملاوٹ اور دو نمبری کرنا اسٹارٹ کر دیا تو اس وجہ سے اس کی لیزم کھانے کا دل نہیں کرتا ہے
1,77,WhatsApp Video 2024-01-16 at 6.48.51 PM.wav,السلام علیکم اچھا مشروم ہے اس کو مختلف تقریبات میں رکھا جاتا ہے اس کی قیمت بھی مناسب ہے اور اگر اس کو اپ ٹھنڈا کر کے پیئیں تو اس کو پینے کا اور بھی نقصان
2,78,WhatsApp Video 2024-01-16 at 6.49.35 PM.wav,اب میں اپ کو اس کے منفی رجحانات کے بارے میں بتانا چاہوں گا کہ سیون اپ جو ہے یہ بہت زیادہ اسٹرانگ ہے یہ بہت زیادہ اسٹرونگ ہے اور اس کو پینے کا نقصان زیادہ پینے کا نقصان یہ ہوتا ہے کہ اپ کی جو بونز ہیں اپ کی ان میں کیلشیم کی جو بنانے کی جو ہوتی ہے
1,79,WhatsApp Video 2024-01-16 at 6.50.37 PM.wav,السلام علیکم میرا نام جنید عابد ہے میں اپ کو سیون اپ کے بارے میں بتانا چاہتا ہوں سیون اپ ایک بہت اچھا مشروب ہے یہ جو ہے بہت پسند کیا جاتا ہے میں خود بہت شوق سے اس کو پتا ہوں اور میں اکثر کو کھانے کے بعد پیتا ہوں اس کو پینے کا یہ فائدہ ہے کہ اپ کی جو کھانے کے بعد اپ کو جو بھاری پن محسوس ہوتا ہے وہ اپ کا یہ ختم کر دیتی ہے
1,80,WhatsApp Video 2024-01-16 at 6.51.59 PM.wav,السلام علیکم میرا نام جنید احمد ہے اج میں اپ کو لیس کے لیس کے بارے میں اچھی بات بتانا چاہوں گا لیز ایک بہت بڑا فرینڈ ہے اس کے مختلف فلیورز ہیں اور مختلف فلیورز کا اپنا اپنا مذا اور عوام ان کو بہت شوق سے کھاتی ہے میں خود بہت شوق سے کھاتا ہوں اور ان کی ڈیمانڈ بھی بہت زیادہ ہے
1,81,WhatsApp Video 2024-01-16 at 6.53.00 PM.wav,السلام علیکم میرا نام جنید احمد ہے اج میں اپ کو لیس کے لیس کے بارے میں اچھی بات بتانا چاہوں گا لیز ایک بہت بڑا فرینڈ ہے اس کے مختلف فلیورز ہیں اور مختلف فلیورز کا اپنا اپنا مذا اور عوام ان کو بہت شوق سے کھاتی ہے میں خود بہت شوق سے کھاتا ہوں اور ان کی ڈیمانڈ بھی بہت زیادہ ہے
2,82,WhatsApp Video 2024-01-16 at 6.54.11 PM.wav,السلام علیکم میرا نام بلال لکھویرا ہے اور اج کا موضوع خاص ہے پیپسی کی بوتل ہاں ہاں پیپسی کی بوتل تو پیپسی کی بوتل گرمیوں میں پی جائے یا پھر سردیوں میں بھی جائے اس سے کوئی فرق نہیں پڑتا لیکن اگر میں اپ سے کہوں کہ یہ اپ کو پانی سے ہمیشہ ہمیشہ کے لئے دور کر دے گا تو یہ کہنا غلط نہ ہوگا کیونکہ انسان جب ایک چیز کو بار بار کرتا ہے تو اس وہ اس کا عادی ہوجاتا ہے تو لہذا اپ اس چیز سے بچیں اس کا ذائقہ بھی صحیح نہیں ہے اور یہ بہت اس کو پینے کے بعد انسان بہت سی بیماری میں مبتلا ہو جاتا ہے تو لہذا اس چیز سے اپ پرہیزگاری اختیار کریں اور بچیں شکریہ
2,83,WhatsApp Video 2024-01-16 at 6.54.12 PM (1).wav,تو اج کا ہمارا عنوان خاص سے لیز ہاں ہاں لیز تو لیز لاہور میں بنتی ہوں یا پھر اسلام اباد میں اس سے کوئی فرق نہیں پڑتا لیکن فرق تو پڑتا ہے جب ان کی قیمتیں اسمان کو چھوئیں تو اج کے زمانے میں لیز کی قیمتوں میں بے حد تک اضافہ ہو چکا ہے یہ جتنی مہنگی ہو گئی ہے کہ غریب کی پہنچ سے باہر ہوتا جارہا ہے تو یہ بالکل نہیں صحیح
1,84,WhatsApp Video 2024-01-16 at 6.54.12 PM.wav,السلام علیکم میرا نام بلال لکھویرا ہے اور اج کا عنوان خاص ہے پلیز ہاں ہاں لسٹ تو لیس لاہور میں بنتی ہوں اسلام اباد میں بنتی ہوں یا پھر کراچی میں بنتی ہوں اس سے کوئی فرق نہیں پڑتا فرقہ پڑتا ہے جب اپ کو پتہ چلے کہ یہ 100 فیصد حلال الو سے بنتی ہے اور اس کا بنانے کا طریقہ بھی لاجواب ہے اور یہ انتہائی لذیذہ ہوتی ہے تو لہذا اپ بھی اپنے اپنے گھروں سے نکلے اور لیز کھائیں اور اپنی زندگی کو پرجوش بنائیں شکریہ
2,85,WhatsApp Video 2024-01-16 at 6.55.06 PM.wav,اب میں اپ کو بتاؤں گا کہ لیس کے منفی اثرات کیا ہیں پہلے پہلی بات تو یہ ہے کہ انہوں نے اس کی کوالٹی بہت کم کر دی ہے دوسرا انہوں نے اس کی کوالٹی میں بھی کافی زیادہ چینجز کی ہیں اور تو اور انہوں نے جو ہے اس کی پرائس رینج میں جو ہے کافی چینجز کیے ہیں جس کی وجہ سے ان کا ان کی جو مارکیٹ ہے وہ کافی ایفیکٹ ہوئی ہے دوسرا اس کے انسان کی صحت پر بھی کافی منفی اثرات ہیں سب سے پہلا صرف یہ ہے کہ ہم جب ریس کھاتے ہیں تو ہمیں دیور کی بھوک لگتی ہے اور ہمارے جو ریکوائرمنٹ ہے کھانے کی وہ پوری نہیں ہوتی اور ہم بار بار یہ لیس کرتے ہیں اور یہ ہماری صحت کے لیے بہت نقصان دہ ہے
1,86,WhatsApp Video 2024-01-16 at 6.56.38 PM.wav,میرا نام عمیر فاروق ہے اور مجھے خود دیکھ خانہ کاپی پسند ہے اویلیبل بھی ہے پوسٹ اف ایکٹیو بھی ہے ہر جگہ سے مل بھی جاتا ہے ایزیلی اپ اس کو فری ٹائم میں مووی جب بھی اپ فیلنگز اپ کو رات کو جس میں ہوتی ہیں فرینڈلی اپ کھا سکتے ہیں اور اس کو بھی مارکیٹ میں کمپیوٹر نہیں ہے کیونکہ اس کی کوالٹی پروڈکٹ ہے
0,87,WhatsApp Video 2024-01-16 at 6.56.39 PM.wav,نیگیٹیو چیز کی یہ ہے کہ اس کے فیورٹس میں فیورٹس بہت کم ہوتے ہیں باقی کنٹریز میں اس کے فیورٹس شرعی اور لانچ ہوتے ہیں اور پاکستان میں لانچ ہونے میں کافی دیر لگتی ہے اس کی چیز کی نیگیٹیو نہیں کی جاتی ہے کہ یہ اس کے بینک کرنسی کی کوالٹی بہت زیادہ کم ہوتی ہے اور دن بدن ہم دیکھتے ہیں نئے پیکجنگ کے ساتھ ساتھ
2,88,WhatsApp Video 2024-01-16 at 6.56.40 PM (1).wav,اگر میں اس ٹائپ کی بری چیزوں کے بارے میں بات کروں تو اس سے کافی زیادہ ڈائبیٹیز کے پیشنٹ بھی بڑھ رہے ہیں اور دوسرا ٹوتھ دے کے کافی نارمل ہے اس کے اندر کیوں کہ شوگر کی مقدار بہت زیادہ ہے اسپریڈ کے اندر اس کے علاوہ یہ کاسٹ اف ایکٹیو نہیں ہے اور اس کے پرائسز کافی زیادہ ہے پاکستان میں جس کی وجہ سے کم بکتی
1,89,WhatsApp Video 2024-01-16 at 6.56.40 PM.wav,میرا نام حذیفہ سعید ہے اور اسپائر کے بارے میں اگر میں بات کروں تو اس کی مجھے سب سے اچھی چیز لگتی ہے وہ ہائیڈریشن اور ڈائجیشن کے لیے بہت اچھے سے کام اتی ہے اور اس کے علاوہ اس کے ٹیسٹ کے بارے میں بات کی جائے تو وہ بھی کافی زیادہ اچھا رہتا ہے اور اس کے علاوہ جس طرح کے کوکا کولا کے اندر اور پیپسی کے اندر فوڈ کلرز کو کافی زیادہ شامل کیا جاتا ہے یہ بات
1,90,WhatsApp Video 2024-01-16 at 6.56.41 PM (1).wav,پپسی کے بارے میں جو چیز مجھے اچھی لگتی ہے وہ یہ ہے کہ اس کی مقدار جو ہے وہ کافی اچھی ہے اس کی جو پرائس ہے جس کی قیمت ہے وہ اس کی مقدار سے مطلب زیادہ نہیں ہے تو اپ یہ کہ اپ اس کو کسی بھی ٹائم استعمال کر سکتے ہو ٹھیک ہے اگر اپ ادھی رات کو کچھ اسنیک لے رہے ہو تو تب اپ یوز کر سکتے ہو اپ اگر کھانے پے ہو اپ کے فیملی کسی فنکشن پہ ہو تو اپ ایزیلی یہ لے بھی سکتے ہیں اور یہ ہے کہ یہ ایزیلی ہر جگہ اویلیبل ہوتی ہے ان لائن یا اف لائن کسی بھی اسٹور سے پرچیز کر سکتے ہیں
2,91,WhatsApp Video 2024-01-16 at 6.56.41 PM (2).wav,جو چیز پیپسی کے بارے میں مجھے بری لگتی ہے وہ یہ ہے کہ ایک تو باہر کے مالک نے اس کے فلیور جو ہیں جو کافی زیادہ ہیں حالانکہ پاکستان میں اس کی صرف ایک ہی ہے اور ایک ہی فلیور پایا جاتا ہے جس کی وجہ سے ہمیں باقی فلیورز کا مزہ چکھنے کا موقع نہیں ملتا اور یہ کے باقی اس میں یہ ہے کہ کافی زیادہ چینی کی مقدار کاربو ہے اس میں کافی ہوتی ہے جو کہ ایک ان ہندی پرسن کے لیے اچھا نہیں ہے
1,92,WhatsApp Video 2024-01-16 at 6.56.41 PM.wav,میں بہت زیادہ انجوائے کرتا ہوں اس فلائٹ کو اور اس کے علاوہ اگر میں باقی لوگ کی بات کروں تو ان کے ڈرائیور کے پیشنٹ جو ہوتے ہیں وہ نہیں پی سکتے یہ تو اس وجہ سے وہ چیز بری ہے لیکن اگر میں اپنا نظریہ دوں تو مجھے یہ بہت پسند ہے اور میں جب بھی پارٹیز وغیرہ ہوتی ہیں تو اس چیز کو زیادہ ترقی
1,93,WhatsApp Video 2024-01-16 at 6.56.42 PM (1).wav,السلام علیکم میرا نام احمد ہے پیپسی کے بارے میں جو چیز مجھے اچھی لگتی ہے وہ یہ کس کا ذائقہ کافی مختلف ہے اپ کبھی بھی کسی وقت بھی اس کو ٹرائی کر سکتے ہیں اور ال موسٹلی اپ کھانے کے ٹائم پے کسی بھی کھانے سے اپ اس کو انجوائے کر سکتے ہیں محفل کی جان ہے پیپسی کے بارے میں
2,94,WhatsApp Video 2024-01-16 at 6.56.42 PM.wav,اور پیپسی جو ہے وہ میں اپنا زائد ہوں اپنا نظریہ دوں تو یہ ہے کہ مجھے کافی پسند ہے ٹھیک ہے لیکن کچھ لوگ اس میں سے پسند نہیں ہوتی کہ اس میں چینی کی مقدار زیادہ ہوتی ہے کچھ شوگر والے لوگ ہوتے ہیں ٹھیک ہے اسے پسند نہیں کرتے کچھ ایسے لوگ ہوتے ہیں جن کو الگ الگ بیماری ہوتی ہے وہ یہ چیز پسند نہیں کرتے تو اور
2,95,WhatsApp Video 2024-01-16 at 6.56.43 PM (1).wav,میرا نام احمد ہے اوور ال پیپسی سے میں کافی مطمئن ہوں میں ہر اسنیک کے ساتھ اس کو ٹرائی کرتا ہوں اور میری یہ ڈیل لائف میں بہت زیادہ یوز کرتا ہوں بٹ اوائڈ کرتا ہوں زیادہ اوور یوز کیونکہ شوگر کے مریضوں کے لئے زیادہ اچھی نہیں ہے وہی بات کاربوہائیڈریٹس زیادہ ہے جس کی وجہ سے میں اس کا
2,96,WhatsApp Video 2024-01-16 at 6.56.43 PM.wav,میرا نام احمد ہے اور پیپسی کے بارے میں جو چیز مجھے بری لگتی ہے وہ یہ ہے کہ اس کا زیادہ استعمال صحت کے لئے اچھا نہیں ہے کیونکہ اس میں کاربوہائیڈریٹس کافی زیادہ مقدار میں پائے جاتے ہیں جو انسانی صحت کے لیے خاص کر کے شوگر کے مریضوں کے لیے اچھی نہیں ہے اور اس کے زیادہ استعمال کرنا کافی لوگوں کو بولی لگتے
1,97,WhatsApp Video 2024-01-16 at 6.57.04 PM.wav,ہاں جی تو پانی پی پی کر اپ اپنی زندگی سے بیزار ہو گئے ہیں تو اس کا علاج ہے نہ ہمارے پاس پیپسی کی بوتل ہاں پیپسی کی بوتل تو اپ سردیوں میں پیئیں یا گرمیوں پئے اس سے کوئی فرق نہیں پڑتا لیکن اپ اسے پی کر پانی کو ہمیشہ ہمیشہ کے لئے بھول جائیں گے تو لہذا میں اپ کو یہی کہونگا کہ اپ اپنے گھروں سے باہر نکلے اور جا کے پیپسی کی بوتل پیئیں تاکہ اپ اپنی زندگی سے لطف اندوز ہو اور
1,98,WhatsApp Video 2024-01-16 at 7.00.21 PM.wav,السلام علیکم میرا نام بلال لک پھیرا ہے اور اج کا موضوع خاص ہے سپرائٹ کی بوتل ہاں ہاں سپرائٹ کی بوتل تو سپرائٹ کی بوتل اج کل ہمارے ملک میں بھی بنتی ہے تو میں اپ کو یہی کہوں گا کہ اپ اپنے گھروں سے نکلیں اور جاکے سپرائٹ کی بوتلیں پیئیں اس سے اپ کی زندگی میں اپ اپنی زندگی سے بھی لطف اندوز ہوں گے اور ہمارے ملک کی بھی ترقی ہوگی تو لہذا اپ اپنے ملک کے شانہ بشانہ کھڑے ہو تو سپرائٹ کی بوتلیں پیئیں تو اپ کبھی فائدہ ہوگا ہمارے ملک کا بھی فائدہ ہوگا تھینک یو
1,99,WhatsApp Video 2024-01-16 at 7.00.22 PM.wav,السلام علیکم میرا نام بلال لکیر ہے اور اج کا عنوان سپرائٹ کی بوتل تو یار مجھے سمجھ نہیں اتی ہے لوگ پتا نہیں کیوں سرپرائز کرتے رہتے ہیں میں نے تو پی ہے اور مجھے بالکل نہیں پسند ائی اور بھی طرح طرح کی بوتلیں ہیں وہ کیوں نہیں پیتے یار اس سے اچھا یہ بوتلیں پی کے تو بیمار ہو جاتے ہو اور پھر تمہارا خرچہ بھی ہو جاتا ہے تو تم اسکول نہیں ہے چپ کر کے اپنے گھر میں بیٹھو اپنی زندگی اپنی زندگیوں سے لطف اندوز ہو لازمی ہے سپریڈ کی بہتر پینی ہے فرض ہے
1,100,WhatsApp Video 2024-01-16 at 8.32.21 PM.wav,جیسا کہ میں نے اپ کو پیپسی کے بارے میں بتایا اس کی اچھی چیزوں کے بارے میں بتایا اور بری چیزوں کے بارے میں بتائیں اسی طرح میں اپنا بھی اوپینین یہاں پہ دینا چاہوں گا کہ پیپسی مجھے اوور ال بہت زیادہ اچھی لگتی ہے میں ہر اسنیک کے ساتھ اس کو کنزیوم کرتا ہوں ایون میری فیملی بھی کرتی ہے اور دوسری بات یہ ہے کہ جو ڈائبیٹیز کے پیشنٹس ہیں وہ اس چیز کو کنزیوم نہیں کر سکتے اور کیوں کہ اس کے اندر شوگر کی مقدار کافی زیادہ ہے لیکن میں اپنی بات کروں تو مجھے اس طرح کا کوئی مسئلہ نہیں ہے تو میں اس کو اچھے سے کنزیوم کر سکتا ہوں
1,101,WhatsApp Video 2024-01-16 at 8.40.56 PM.wav,السلام علیکم میرا نام طلحہ ادریس ہے میں الیکٹریکل انجینئرنگ پاور کا فرسٹ سمسٹر کا اسٹوڈنٹ ہوں اور بات کی جائے 7 اپ کی تو مجھے تو سیون بہت زیادہ پسند ہے کیونکہ ہم لوگ اکثر ایڈز دیکھ رہے ہوتے ہیں لیکن یہ بات اپنی جگہ ہے ایڈز میں کہتے ہیں سیون اپ پی او مچھلی چلی جائیں گی لیکن ایسا بالکل بھی نہیں
2,102,WhatsApp Video 2024-01-16 at 8.46.50 PM.wav,میرا نام طلحہ ادریس ہے میں سمسٹر الیکٹرک پاور انجینئرنگ کو اور بات کی جائے تو اس کی کیا کہتی ہیں پیپسی کے بارے میں پیپسی کی سائیڈ ایفیکٹس نہیں ہے کہ پیپسی کے اندر بہت سی ایسی چیزیں ہیں کہ جو کہ ہمارا امیون سسٹم خراب کر رہی ہیں جس طرح کے ریشو اجکل بڑھتی جا رہی ہے ڈاکٹرز پریس کرتی ہے وہ ایسی چیزوں کو جس کے اندر کاربن ہائیڈریٹس اور اینٹی ایلس ہو کیونکہ انسان کی باڈی کے اندر ویسے بھی تو یہ سب چیزیں ہیں لیکن ایک مقدار
0,103,WhatsApp Video 2024-01-16 at 8.47.26 PM.wav,اتلاف پیپسی کو ہم ناورا کہہ سکتے ہیں نہ اچھا کہہ سکتے ہیں کیونکہ اگر ایک کمپنی یا ایک مینوفیکچر کمپنی جس کی اتنی پاپولیرٹی ہو چکی ہے وہ اپنے پروڈکٹس سیل کر رہی ہے اس کے پیچھے کوئی نہ کوئی وجہ تو ہوگی اس لئے موسٹ اف دم اگر صرف اس کی پروڈکٹ کو دیکھیں وہ سیل تو کر رہی ہے لیکن جو اگے خریدنے والے ہیں وہ اسی بھی زیادہ کم ہوتی جس طرح اج کل بڑھ رہی ہے اس کے مطابق ایسا لگ تو نہیں رہا کہ پیپسی نقصان دہ ہوگی یا کولڈ ڈرنک اس طرح جو بھی کاروائی ایڈریس اینی تھنگ نا یہ نقصان دہ ہوگی بٹ جو بھی ہے
0,104,WhatsApp Video 2024-01-16 at 8.47.47 PM.wav,بھی ہے کیونکہ ہر کولڈ ڈرنک جو بھی ہو جائے بیشک وہ پیپسی ہو کوکوکولا ہو یا سیون اپ ہو بات تو ایک ہی ہے لیکن اج کل جو یوتھ ہے وہ اس کو بہت زیادہ یوز کر رہی ہے حالانکہ اولڈ لوگ اولڈ مطلب جو اوور ایج ہو جاتے ہیں وہ لوگ کہتے ہیں کہ جی اپ لوگوں کو اگر چھینکیں یا ہچکی وغیرہ لگ گئی ہے حالانکہ ایسا بالکل کچھ نہیں ہے اس سے بہتر باقی بہت ساری چیزیں ہیں اصل چیز تو یہی ہے کہ ہم اپنے اپ کو نقصان پہنچا رہے ہیں کیونکہ اس کے اندر جس طرح کی چیزیں ہوتی ہیں وہ انسان کی باڈی کے لئے امیون سسٹم کے لئے بہتر نہیں ہے
0,105,WhatsApp Video 2024-01-16 at 8.48.26 PM.wav,جیسا کہ دیکھا جائے کہ سیون اپ کی بہت سے پوزیٹو اور نیگیٹیو دونوں امپیکٹ ہیں مطلب کے نقصان بھی یا فائدے بھی ہے لیکن اج کل کی ریشو کے مطابق جس طرح مطلب ہر جگہ اور ہر ایونٹ ہر چیز کو دیکھنے کے باوجود مطلب ہر بندہ پیت ہو رہا ہے ایسا نہیں ہے کہ کسی نے چھوڑ دی ہو ایک کمپنی اگر پروڈکٹ بنا رہی ہے سیل پرچیز کرنے والی اس سے زیادہ ہیں سو مطلب دیکھا جائے تو ہر کوئی خرید رہا ہے پیر ہے لیکن اس کا نقصان دینی ہو میں بھی ایزا مطلب مائی سیلف جو ہے میں اس کو کہتا ہوں کہ یہ بینیفٹ ہے مطلب ہمارے لئے یہ اچھی ہے مطلب ہم لوگ ڈیزرٹس وغیرہ یا پھر فاسٹ فوڈ کے بغیر کے ساتھ یہ پی سکتے ہیں
0,106,WhatsApp Video 2024-01-20 at 21.49.23_f62ac0df.wav,السلام علیکم مائی ورسز سیون اپ کا ریویو کیا جا رہا ہے سیون اپ کے کچھ پازیٹیو ہیں اسپیکٹ سے کچھ نیگیٹیو ہے سیون اپ کے پوزیٹو اسپیکٹ تھری کے یہ اپ کی ڈائجسٹر میں سم ٹائمز ہیلپ کرتی ہے کیونکہ اس میں کچھ ایسی چیزیں ہوتی ہیں اپ اس میں اپ نے سنا ہوگا کہ کافی لوگوں کو کہتے ہیں اپ کو کوئی پرابلم ہو تو اس سے زیادہ اس سے زیادہ پیئیں گے تو وہ اپ کے اندر رجسٹریشن کو خراب کرے گی اس لیے اپ کو اعتدال میں رہ کر اگر اپ اپنی پینی بھی ہے تو پلیز
